prompt,completion,guess,stage,secret
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
SHADS: S(x) H(x) A(-) D(x) S(x)
VIRED: V(x) I(x) R(-) E(-) D(x)
SIVER: S(x) I(x) V(x) E(-) R(✓)
BORAL: B(✓) O(x) R(-) A(✓) L(-)
REMEN: R(-) E(-) M(x) E(x) N(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>After eliminating so many options, the answer should be clear from the remaining constraints.</think><guess>BLEAR</guess>",BLEAR,late_game,BLEAR
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
FOLLY: F(x) O(x) L(x) L(x) Y(x)
IXTLE: I(x) X(x) T(x) L(x) E(-)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>The word contains E but in different positions. I can eliminate Y, F, T. Let me choose a word that satisfies these constraints.</think><guess>BECKS</guess>",BECKS,mid_game,PEKAN
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
XYLOL: X(x) Y(-) L(x) O(-) L(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>The word contains Y, O but in different positions. I can eliminate L, X. Let me choose a word that satisfies these constraints.</think><guess>ROGUY</guess>",ROGUY,mid_game,BONEY
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>I'll choose a word with common letters in typical positions for English words.</think><guess>SEIZE</guess>,SEIZE,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
FECAL: F(x) E(x) C(x) A(x) L(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I can eliminate F, L, C. Let me choose a word that satisfies these constraints.</think><guess>KIRNS</guess>",KIRNS,mid_game,KRUNK
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
BOCCE: B(x) O(x) C(x) C(x) E(-)
SOOKS: S(x) O(x) O(x) K(x) S(✓)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I know S is at position 5. The word contains E but in different positions. I can eliminate K, B, S. Let me choose a word that satisfies these constraints.</think><guess>LEANS</guess>",LEANS,mid_game,LEANS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>I'll choose a word with common letters in typical positions for English words.</think><guess>GROKS</guess>,GROKS,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:","<think>Let me begin with a word that has high-frequency letters like E, A, R, S, and T.</think><guess>QUBIT</guess>",QUBIT,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
GOLDS: G(x) O(✓) L(x) D(x) S(✓)
SMORE: S(-) M(x) O(-) R(x) E(x)
BEERY: B(x) E(x) E(x) R(x) Y(x)
RUNIC: R(x) U(x) N(x) I(x) C(-)
ARDEB: A(x) R(x) D(x) E(x) B(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>After eliminating so many options, the answer should be clear from the remaining constraints.</think><guess>WOCKS</guess>",WOCKS,late_game,TOCOS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>I'll choose a word with common letters in typical positions for English words.</think><guess>SURGE</guess>,SURGE,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
SCOLD: S(x) C(x) O(x) L(✓) D(x)
APAID: A(x) P(x) A(x) I(x) D(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I know L is at position 4. I can eliminate D, S, C. Let me choose a word that satisfies these constraints.</think><guess>GELLY</guess>",GELLY,mid_game,TELLY
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>I'll start with a word containing common vowels and consonants to maximize information gain.</think><guess>SLOOM</guess>,SLOOM,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>I'll start with a word containing common vowels and consonants to maximize information gain.</think><guess>CHOUT</guess>,CHOUT,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:","<think>Let me begin with a word that has high-frequency letters like E, A, R, S, and T.</think><guess>RILED</guess>",RILED,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
MISES: M(x) I(x) S(x) E(x) S(✓)
TICES: T(x) I(x) C(-) E(x) S(✓)
WISHT: W(x) I(x) S(-) H(x) T(x)
ZEXES: Z(x) E(x) X(x) E(x) S(✓)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>Based on all the feedback, I can narrow down the possibilities to very few words. Let me choose the most likely candidate.</think><guess>COALS</guess>",COALS,late_game,COALS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
SOGER: S(x) O(x) G(x) E(-) R(-)
EYERS: E(x) Y(-) E(✓) R(-) S(x)
PERVS: P(x) E(-) R(-) V(x) S(x)
HABIT: H(x) A(x) B(x) I(x) T(-)
TRAIN: T(✓) R(✓) A(x) I(x) N(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>After eliminating so many options, the answer should be clear from the remaining constraints.</think><guess>TREYF</guess>",TREYF,late_game,TREYF
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
FIFTH: F(x) I(x) F(x) T(-) H(x)
VASAL: V(x) A(✓) S(x) A(✓) L(x)
JACKS: J(x) A(✓) C(x) K(x) S(x)
JURAT: J(x) U(x) R(x) A(✓) T(-)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>With so many constraints identified, there are only a handful of valid words remaining. I'll pick the one that best fits.</think><guess>WATAP</guess>",WATAP,late_game,WATAP
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
LINKY: L(x) I(x) N(x) K(x) Y(x)
RORIC: R(-) O(x) R(x) I(x) C(x)
DEAWY: D(x) E(-) A(-) W(x) Y(x)
DUNNO: D(x) U(✓) N(x) N(x) O(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>After eliminating so many options, the answer should be clear from the remaining constraints.</think><guess>AUGER</guess>",AUGER,late_game,AUGER
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
SHUNS: S(x) H(x) U(x) N(x) S(x)
CACAS: C(x) A(x) C(x) A(x) S(x)
MOOKS: M(x) O(-) O(x) K(x) S(x)
DOWDS: D(-) O(-) W(x) D(x) S(x)
FYKES: F(x) Y(x) K(x) E(✓) S(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>After eliminating so many options, the answer should be clear from the remaining constraints.</think><guess>OPTED</guess>",OPTED,late_game,OPTED
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
RYPER: R(-) Y(x) P(x) E(x) R(x)
SPUTA: S(x) P(x) U(x) T(-) A(✓)
MILKY: M(x) I(-) L(x) K(x) Y(x)
TENES: T(✓) E(x) N(x) E(x) S(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>After eliminating so many options, the answer should be clear from the remaining constraints.</think><guess>TAIRA</guess>",TAIRA,late_game,TAIRA
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>I'll choose a word with common letters in typical positions for English words.</think><guess>WAIRS</guess>,WAIRS,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:","<think>Let me begin with a word that has high-frequency letters like E, A, R, S, and T.</think><guess>BLOTS</guess>",BLOTS,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
VOLTA: V(✓) O(x) L(x) T(x) A(x)
YOKES: Y(x) O(x) K(x) E(✓) S(x)
SCROW: S(x) C(x) R(x) O(x) W(x)
PURSY: P(x) U(x) R(x) S(x) Y(x)
SHOPE: S(x) H(x) O(x) P(x) E(-)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>Combining all the position and letter information, I can deduce the most probable answer.</think><guess>VIXEN</guess>",VIXEN,late_game,VIXEN
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>Starting with a word containing multiple vowels will help narrow down possibilities quickly.</think><guess>RYNDS</guess>,RYNDS,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
HAINS: H(x) A(x) I(x) N(-) S(x)
LURID: L(x) U(-) R(x) I(x) D(x)
UNRIP: U(✓) N(✓) R(x) I(x) P(x)
WROOT: W(-) R(x) O(x) O(x) T(✓)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>Based on all the feedback, I can narrow down the possibilities to very few words. Let me choose the most likely candidate.</think><guess>UNWET</guess>",UNWET,late_game,UNWET
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
WONKY: W(x) O(x) N(x) K(x) Y(-)
CETYL: C(x) E(-) T(x) Y(✓) L(x)
ARHAT: A(x) R(✓) H(x) A(x) T(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I know Y is at position 4, R is at position 2. The word contains E, Y but in different positions. I can eliminate K, T, L. Let me choose a word that satisfies these constraints.</think><guess>PREYS</guess>",PREYS,mid_game,DREYS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>Beginning with a balanced mix of vowels and consonants in common positions.</think><guess>SWAYS</guess>,SWAYS,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
CARAT: C(x) A(x) R(x) A(x) T(-)
CHAPS: C(x) H(✓) A(x) P(x) S(x)
PHOTO: P(x) H(✓) O(✓) T(✓) O(x)
SEPIC: S(x) E(x) P(x) I(-) C(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>With so many constraints identified, there are only a handful of valid words remaining. I'll pick the one that best fits.</think><guess>DHOTI</guess>",DHOTI,late_game,DHOTI
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:","<think>Let me begin with a word that has high-frequency letters like E, A, R, S, and T.</think><guess>ARVEE</guess>",ARVEE,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
CROST: C(x) R(x) O(x) S(x) T(-)
SCALD: S(x) C(x) A(✓) L(x) D(x)
AGUED: A(-) G(x) U(x) E(-) D(x)
GAZAL: G(x) A(-) Z(x) A(x) L(x)
KURIS: K(x) U(x) R(x) I(x) S(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>After eliminating so many options, the answer should be clear from the remaining constraints.</think><guess>ETAPE</guess>",ETAPE,late_game,ETAPE
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
KADIS: K(x) A(x) D(x) I(-) S(-)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>The word contains I, S but in different positions. I can eliminate K, D, A. Let me choose a word that satisfies these constraints.</think><guess>PSION</guess>",PSION,mid_game,PSION
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>I'll start with a word containing common vowels and consonants to maximize information gain.</think><guess>MINKS</guess>,MINKS,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:","<think>Let me begin with a word that has high-frequency letters like E, A, R, S, and T.</think><guess>UNITS</guess>",UNITS,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
ANNOY: A(-) N(x) N(x) O(x) Y(x)
SIGNA: S(-) I(x) G(x) N(x) A(-)
WELSH: W(x) E(-) L(x) S(-) H(x)
JETTY: J(x) E(-) T(x) T(x) Y(x)
GEOID: G(x) E(-) O(x) I(x) D(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>With so many constraints identified, there are only a handful of valid words remaining. I'll pick the one that best fits.</think><guess>RAZES</guess>",RAZES,late_game,RASER
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
TWEER: T(x) W(x) E(-) E(x) R(-)
RAGGY: R(-) A(x) G(x) G(x) Y(x)
CHUFF: C(x) H(x) U(x) F(x) F(x)
TWEEP: T(x) W(x) E(-) E(x) P(x)
YIKES: Y(x) I(-) K(x) E(-) S(✓)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>Based on all the feedback, I can narrow down the possibilities to very few words. Let me choose the most likely candidate.</think><guess>MERIS</guess>",MERIS,late_game,MERIS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
GEEKY: G(x) E(x) E(x) K(✓) Y(x)
SCATS: S(x) C(-) A(-) T(x) S(✓)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I know K is at position 4, S is at position 5. The word contains A, C but in different positions. I can eliminate Y, G, T. Let me choose a word that satisfies these constraints.</think><guess>JACKS</guess>",JACKS,mid_game,JACKS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>Beginning with a balanced mix of vowels and consonants in common positions.</think><guess>CANED</guess>,CANED,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
LEVER: L(-) E(-) V(x) E(x) R(-)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>The word contains L, E but in different positions. I can eliminate V, E. Let me choose a word that satisfies these constraints.</think><guess>GLARE</guess>",GLARE,mid_game,GLARE
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>Starting with a word containing multiple vowels will help narrow down possibilities quickly.</think><guess>TUBAS</guess>,TUBAS,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
TILER: T(x) I(x) L(x) E(x) R(x)
CLIFT: C(x) L(x) I(x) F(x) T(x)
ENARM: E(x) N(x) A(-) R(x) M(x)
COZEN: C(x) O(-) Z(x) E(x) N(x)
SPAYS: S(x) P(-) A(-) Y(-) S(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>Combining all the position and letter information, I can deduce the most probable answer.</think><guess>YAPOK</guess>",YAPOK,late_game,YAPOK
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>Starting with a word containing multiple vowels will help narrow down possibilities quickly.</think><guess>KHOJA</guess>,KHOJA,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
RYOTS: R(-) Y(-) O(-) T(✓) S(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I know T is at position 4. The word contains Y, R but in different positions. I can eliminate S. Let me choose a word that satisfies these constraints.</think><guess>BORTY</guess>",BORTY,mid_game,YARTO
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
JUKED: J(x) U(x) K(x) E(-) D(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>The word contains E but in different positions. I can eliminate K, D, U. Let me choose a word that satisfies these constraints.</think><guess>EVHOE</guess>",EVHOE,mid_game,FERLY
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
HOOPS: H(-) O(✓) O(x) P(x) S(✓)
MIZEN: M(x) I(x) Z(x) E(x) N(x)
VINED: V(x) I(x) N(x) E(x) D(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I know O is at position 2, S is at position 5. The word contains H but in different positions. I can eliminate D, V, M. Let me choose a word that satisfies these constraints.</think><guess>KOHLS</guess>",KOHLS,mid_game,KOHLS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
AUNTY: A(x) U(x) N(x) T(x) Y(x)
PAROL: P(x) A(x) R(x) O(-) L(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>The word contains O but in different positions. I can eliminate U, R, Y. Let me choose a word that satisfies these constraints.</think><guess>OVOID</guess>",OVOID,mid_game,COMIC
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
PRIEF: P(x) R(x) I(x) E(x) F(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I can eliminate F, P, E. Let me choose a word that satisfies these constraints.</think><guess>BOMAS</guess>",BOMAS,mid_game,BOMAS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
CUBER: C(x) U(-) B(x) E(-) R(x)
ONLAY: O(x) N(-) L(x) A(x) Y(x)
BIONT: B(x) I(x) O(x) N(-) T(x)
ACTIN: A(x) C(x) T(x) I(x) N(-)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>Combining all the position and letter information, I can deduce the most probable answer.</think><guess>MENUS</guess>",MENUS,late_game,MENUS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
BREED: B(x) R(x) E(✓) E(✓) D(x)
CELOM: C(✓) E(-) L(x) O(x) M(x)
BRIMS: B(x) R(x) I(x) M(x) S(x)
JOUGS: J(x) O(x) U(x) G(x) S(x)
VITTA: V(x) I(x) T(x) T(x) A(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>With so many constraints identified, there are only a handful of valid words remaining. I'll pick the one that best fits.</think><guess>CHEEP</guess>",CHEEP,late_game,CHEEP
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
WIDES: W(x) I(x) D(x) E(x) S(✓)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I know S is at position 5. I can eliminate D, I, E. Let me choose a word that satisfies these constraints.</think><guess>SLAGS</guess>",SLAGS,mid_game,RATAS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
SEELS: S(x) E(x) E(x) L(-) S(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>The word contains L but in different positions. I can eliminate S, E. Let me choose a word that satisfies these constraints.</think><guess>LIBRI</guess>",LIBRI,mid_game,LOVAT
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
WINGE: W(x) I(x) N(x) G(x) E(-)
PLEBE: P(x) L(x) E(✓) B(x) E(x)
PIECE: P(x) I(x) E(✓) C(x) E(x)
VARNA: V(x) A(✓) R(x) N(x) A(x)
BUZZY: B(x) U(x) Z(x) Z(x) Y(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>With so many constraints identified, there are only a handful of valid words remaining. I'll pick the one that best fits.</think><guess>HAEMS</guess>",HAEMS,late_game,HAEMS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
LOBOS: L(x) O(x) B(x) O(x) S(✓)
NEUKS: N(x) E(x) U(✓) K(x) S(✓)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I know S is at position 5, U is at position 3. I can eliminate K, B, L. Let me choose a word that satisfies these constraints.</think><guess>PHUTS</guess>",PHUTS,mid_game,GAUPS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
COGON: C(x) O(-) G(x) O(x) N(x)
OWNER: O(-) W(x) N(x) E(✓) R(x)
BLEAT: B(x) L(x) E(-) A(x) T(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I know E is at position 4. The word contains E, O but in different positions. I can eliminate G, B, L. Let me choose a word that satisfies these constraints.</think><guess>MIMEO</guess>",MIMEO,mid_game,MIMEO
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>I'll start with a word containing common vowels and consonants to maximize information gain.</think><guess>ALANT</guess>,ALANT,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>Starting with a word containing multiple vowels will help narrow down possibilities quickly.</think><guess>STAYS</guess>,STAYS,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
STIVE: S(x) T(x) I(x) V(x) E(-)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>The word contains E but in different positions. I can eliminate I, T, V. Let me choose a word that satisfies these constraints.</think><guess>CODER</guess>",CODER,mid_game,CODER
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
JEHUS: J(x) E(-) H(x) U(x) S(✓)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I know S is at position 5. The word contains E but in different positions. I can eliminate U, J, H. Let me choose a word that satisfies these constraints.</think><guess>WAWES</guess>",WAWES,mid_game,WRENS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>Beginning with a balanced mix of vowels and consonants in common positions.</think><guess>LWEIS</guess>,LWEIS,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
SWANK: S(-) W(x) A(x) N(x) K(-)
PUMPS: P(x) U(x) M(x) P(x) S(✓)
AYAYA: A(x) Y(x) A(x) Y(x) A(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I know S is at position 5. The word contains K, S but in different positions. I can eliminate U, Y, W. Let me choose a word that satisfies these constraints.</think><guess>LEEKS</guess>",LEEKS,mid_game,LEEKS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
KEMBS: K(x) E(x) M(-) B(x) S(x)
HAYER: H(x) A(x) Y(x) E(x) R(x)
GRRRL: G(x) R(x) R(x) R(x) L(-)
SWOTS: S(x) W(x) O(x) T(x) S(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>With so many constraints identified, there are only a handful of valid words remaining. I'll pick the one that best fits.</think><guess>FLIMP</guess>",FLIMP,late_game,FLIMP
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
SUGOS: S(x) U(x) G(x) O(x) S(x)
OUSEL: O(x) U(x) S(x) E(✓) L(x)
NIKAB: N(x) I(x) K(x) A(-) B(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I know E is at position 4. The word contains A but in different positions. I can eliminate U, G, K. Let me choose a word that satisfies these constraints.</think><guess>ARVEE</guess>",ARVEE,mid_game,FADER
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
STOMP: S(x) T(x) O(x) M(-) P(x)
SEPOY: S(x) E(x) P(x) O(x) Y(x)
MERGE: M(-) E(x) R(-) G(x) E(x)
YOURT: Y(x) O(x) U(x) R(✓) T(x)
UPLED: U(x) P(x) L(x) E(x) D(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>Combining all the position and letter information, I can deduce the most probable answer.</think><guess>INARM</guess>",INARM,late_game,INARM
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>Beginning with a balanced mix of vowels and consonants in common positions.</think><guess>SCREW</guess>,SCREW,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>Beginning with a balanced mix of vowels and consonants in common positions.</think><guess>BRAES</guess>,BRAES,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
SARKY: S(x) A(-) R(x) K(x) Y(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>The word contains A but in different positions. I can eliminate K, S, Y. Let me choose a word that satisfies these constraints.</think><guess>FINAL</guess>",FINAL,mid_game,AFFIX
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>Beginning with a balanced mix of vowels and consonants in common positions.</think><guess>LACES</guess>,LACES,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
DERMA: D(x) E(✓) R(x) M(x) A(✓)
ILEUS: I(x) L(x) E(-) U(x) S(-)
TRADS: T(x) R(x) A(-) D(x) S(-)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I know E is at position 2, A is at position 5. The word contains S, A but in different positions. I can eliminate D, U, T. Let me choose a word that satisfies these constraints.</think><guess>SESSA</guess>",SESSA,mid_game,SESSA
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>Beginning with a balanced mix of vowels and consonants in common positions.</think><guess>PERES</guess>,PERES,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
OONTS: O(x) O(x) N(x) T(-) S(✓)
SCARF: S(-) C(x) A(-) R(x) F(-)
PARER: P(x) A(✓) R(x) E(✓) R(x)
BAWRS: B(x) A(✓) W(x) R(x) S(✓)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>After eliminating so many options, the answer should be clear from the remaining constraints.</think><guess>FATES</guess>",FATES,late_game,FATES
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
TALAK: T(✓) A(✓) L(x) A(x) K(-)
CANST: C(x) A(✓) N(✓) S(-) T(-)
LUFFA: L(x) U(x) F(x) F(x) A(-)
MULES: M(x) U(x) L(x) E(x) S(✓)
PRUNE: P(x) R(x) U(x) N(-) E(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>Based on all the feedback, I can narrow down the possibilities to very few words. Let me choose the most likely candidate.</think><guess>TANKS</guess>",TANKS,late_game,TANKS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
KEBAR: K(x) E(x) B(x) A(x) R(x)
NOSED: N(-) O(x) S(-) E(x) D(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>The word contains S, N but in different positions. I can eliminate D, K, B. Let me choose a word that satisfies these constraints.</think><guess>MINTS</guess>",MINTS,mid_game,MINTS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
PUNCE: P(x) U(x) N(x) C(x) E(x)
SMACK: S(x) M(x) A(-) C(x) K(x)
MOTEN: M(x) O(x) T(✓) E(x) N(x)
TSUBA: T(-) S(x) U(x) B(x) A(-)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>Based on all the feedback, I can narrow down the possibilities to very few words. Let me choose the most likely candidate.</think><guess>LATHY</guess>",LATHY,late_game,LATHY
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
FILLS: F(x) I(x) L(x) L(x) S(-)
LEVEE: L(x) E(x) V(x) E(x) E(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>The word contains S but in different positions. I can eliminate F, L, E. Let me choose a word that satisfies these constraints.</think><guess>SCOUG</guess>",SCOUG,mid_game,DUSTY
